Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
24,Female,"20,000–35,000",Working Professional,Dubai Marina,Monthly,119,"Sunscreens, Moisturizers","Social Media Influencers, Friends & Family","Dryness, Oily Skin, Wrinkles, Dark Spots",Rarely,Mega,Instagram,Short Reels,Afternoon,Yes,835,Neutral,"Lack of Trust, Not Suitable for My Skin, Price Too High",6–10,No,No,Instagram,3,Jennifer Beauty
47,Male,"10,000–20,000",Working Professional,Dubai Marina,Weekly,83,"Serums, Anti-aging Products","Dermatologist Recommendations, Packaging, Price","Oily Skin, Uneven Tone, Dark Spots, Wrinkles",Often,None,Instagram,Static Image Post,Morning,No,235,Very Likely,"Not Suitable for My Skin, Too Many Promotions",More than 20,Yes,No,Instagram,3,Maria Beauty
35,Male,"5,000–10,000",Working Professional,Other,Rarely,134,"Moisturizers, Sunscreens, Anti-aging Products","Brand, Product Reviews, Price","Wrinkles, Acne, Dryness",Sometimes,Micro,Instagram,Short Reels,Evening,Yes,311,Very Unlikely,"Not Suitable for My Skin, Price Too High, No Visible Results",6–10,Yes,Yes,YouTube,4,Jeffrey Beauty
18,Female,"Below 5,000",Working Professional,Bur Dubai,Weekly,163,"Face Masks, Moisturizers, Anti-aging Products","Packaging, Price","Wrinkles, Oily Skin",Sometimes,Macro,Instagram,Story,Evening,No,141,Very Likely,"Lack of Trust, Too Many Promotions, No Visible Results",6–10,Yes,Depends on brand & value,Instagram,5,Kathryn Beauty
31,Male,"10,000–20,000",Working Professional,Other,Quarterly,78,"Face Masks, Moisturizers, Cleansers, Anti-aging Products","Packaging, Friends & Family, Product Reviews",Dryness,Sometimes,Micro,Instagram,Static Image Post,Evening,Yes,101,Likely,"Too Many Promotions, No Visible Results, Lack of Trust",6–10,Yes,Depends on brand & value,YouTube,3,Anita Beauty
24,Female,"5,000–10,000",Student,Downtown,Weekly,98,"Serums, Moisturizers, Anti-aging Products, Face Masks","Social Media Influencers, Product Reviews","Wrinkles, Oily Skin, Dark Spots",Often,Micro,TikTok,Static Image Post,Afternoon,Yes,260,Very Likely,Not Suitable for My Skin,None,No,Depends on brand & value,YouTube,4,John Beauty
36,Female,"5,000–10,000",Unemployed,Jumeirah,Monthly,61,"Cleansers, Serums, Moisturizers","Packaging, Friends & Family","Dark Spots, Dryness, Oily Skin",Sometimes,Micro,TikTok,Static Image Post,Afternoon,No,315,Neutral,No Visible Results,1–5,Maybe,Depends on brand & value,YouTube,3,Darren Beauty
23,Male,"Below 5,000",Unemployed,Other,Rarely,67,"Sunscreens, Serums","Social Media Influencers, Brand, Friends & Family","Dark Spots, Uneven Tone, Oily Skin, Acne",Often,Mega,Instagram,Short Reels,Morning,No,261,Likely,Lack of Trust,6–10,No,Yes,YouTube,5,Edward Beauty
29,Female,"10,000–20,000",Unemployed,Downtown,Quarterly,152,"Moisturizers, Face Masks, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Social Media Influencers, Packaging","Dryness, Wrinkles",Sometimes,Mega,YouTube,Static Image Post,Morning,No,118,Neutral,"Not Suitable for My Skin, No Visible Results, Price Too High",11–20,Yes,Yes,YouTube,4,Cody Beauty
34,Female,"5,000–10,000",Working Professional,Dubai Marina,Monthly,68,"Serums, Cleansers","Brand, Price","Uneven Tone, Oily Skin, Dryness",Often,Macro,Instagram,Short Reels,Evening,No,268,Likely,No Visible Results,6–10,Maybe,No,YouTube,2,John Beauty
36,Non-binary,"10,000–20,000",Student,Jumeirah,Quarterly,117,"Serums, Face Masks","Product Reviews, Dermatologist Recommendations",Dryness,Often,None,TikTok,Full-Length Video,Afternoon,Yes,275,Very Unlikely,"Lack of Trust, Price Too High",1–5,Yes,Yes,YouTube,3,Johnathan Beauty
20,Male,"Below 5,000",Working Professional,Other,Quarterly,161,"Serums, Face Masks","Product Reviews, Brand","Dryness, Wrinkles, Acne",Always,None,Instagram,Story,Morning,No,228,Very Likely,"No Visible Results, Price Too High, Lack of Trust",11–20,Maybe,No,TikTok,2,David Beauty
27,Female,"20,000–35,000",Student,Jumeirah,Monthly,60,"Serums, Cleansers, Anti-aging Products","Dermatologist Recommendations, Social Media Influencers","Oily Skin, Wrinkles, Uneven Tone",Always,Micro,Instagram,Full-Length Video,Afternoon,Yes,274,Very Likely,No Visible Results,1–5,Maybe,No,TikTok,4,Kristin Beauty
26,Male,"Below 5,000",Working Professional,Jumeirah,Monthly,125,"Moisturizers, Cleansers, Face Masks","Product Reviews, Friends & Family, Brand","Wrinkles, Dryness, Oily Skin, Uneven Tone",Often,None,Instagram,Short Reels,Late Night,No,324,Likely,Price Too High,None,Yes,Depends on brand & value,YouTube,2,James Beauty
24,Male,"20,000–35,000",Working Professional,Bur Dubai,Monthly,76,"Anti-aging Products, Serums, Moisturizers, Cleansers","Packaging, Social Media Influencers, Price","Wrinkles, Dark Spots",Sometimes,Celebrity,YouTube,Short Reels,Afternoon,Yes,214,Unlikely,"Too Many Promotions, No Visible Results, Lack of Trust",11–20,Maybe,Yes,Instagram,2,Erik Beauty
44,Female,"20,000–35,000",Student,Bur Dubai,Monthly,346,"Sunscreens, Moisturizers, Cleansers","Brand, Social Media Influencers","Wrinkles, Oily Skin, Uneven Tone",Often,Mega,Instagram,Short Reels,Afternoon,Yes,111,Very Likely,"Lack of Trust, Price Too High, Not Suitable for My Skin",1–5,Maybe,No,TikTok,5,Frances Beauty
33,Male,"10,000–20,000",Working Professional,Bur Dubai,Monthly,109,"Serums, Sunscreens","Product Reviews, Dermatologist Recommendations","Dark Spots, Dryness, Uneven Tone, Acne",Sometimes,Mega,YouTube,Static Image Post,Evening,Yes,180,Neutral,"No Visible Results, Too Many Promotions",6–10,Yes,No,TikTok,5,Kenneth Beauty
19,Male,"10,000–20,000",Working Professional,Jumeirah,Weekly,197,"Anti-aging Products, Serums","Price, Brand","Uneven Tone, Acne, Wrinkles, Dryness",Rarely,Macro,Facebook,Static Image Post,Evening,No,109,Very Likely,"Not Suitable for My Skin, Lack of Trust, No Visible Results",6–10,No,Yes,Instagram,4,Melissa Beauty
37,Female,"10,000–20,000",Working Professional,Bur Dubai,Quarterly,121,"Anti-aging Products, Face Masks, Cleansers, Moisturizers","Friends & Family, Brand, Packaging","Oily Skin, Dryness",Sometimes,Micro,Facebook,Story,Afternoon,No,162,Likely,"No Visible Results, Lack of Trust",None,Maybe,Depends on brand & value,YouTube,5,Jennifer Beauty
46,Male,"10,000–20,000",Student,Other,Monthly,53,"Moisturizers, Serums, Anti-aging Products","Price, Social Media Influencers, Product Reviews","Dryness, Oily Skin",Sometimes,None,YouTube,Short Reels,Morning,No,162,Very Likely,Too Many Promotions,11–20,No,Depends on brand & value,Instagram,1,Jay Beauty
38,Female,"20,000–35,000",Working Professional,Downtown,Monthly,140,"Anti-aging Products, Serums, Cleansers","Product Reviews, Price, Social Media Influencers",Dark Spots,Never,Micro,Instagram,Full-Length Video,Morning,Yes,108,Very Unlikely,"Price Too High, Not Suitable for My Skin",None,Maybe,Depends on brand & value,TikTok,4,Matthew Beauty
18,Prefer not to say,"20,000–35,000",Working Professional,Deira,Monthly,322,"Cleansers, Serums, Sunscreens, Face Masks","Dermatologist Recommendations, Brand","Oily Skin, Uneven Tone",Often,Micro,Instagram,Story,Morning,No,151,Very Likely,Too Many Promotions,1–5,Yes,Yes,TikTok,4,Ronnie Beauty
26,Prefer not to say,"10,000–20,000",Working Professional,Downtown,Monthly,132,"Sunscreens, Serums","Social Media Influencers, Dermatologist Recommendations, Packaging","Wrinkles, Acne, Dryness, Oily Skin",Never,Celebrity,YouTube,Static Image Post,Late Night,No,114,Neutral,"Too Many Promotions, Price Too High",None,No,Depends on brand & value,TikTok,4,Michele Beauty
40,Male,"20,000–35,000",Working Professional,Dubai Marina,Monthly,203,"Anti-aging Products, Face Masks, Moisturizers","Brand, Product Reviews","Oily Skin, Acne",Often,Macro,Instagram,Static Image Post,Afternoon,No,298,Neutral,Price Too High,1–5,Maybe,Yes,TikTok,3,Christopher Beauty
24,Male,"10,000–20,000",Student,Jumeirah,Monthly,244,"Cleansers, Face Masks, Sunscreens, Serums","Social Media Influencers, Price","Dark Spots, Acne, Oily Skin, Uneven Tone",Always,Macro,Instagram,Story,Afternoon,No,454,Likely,"Too Many Promotions, Price Too High",6–10,Yes,No,TikTok,4,Paul Beauty
33,Male,"5,000–10,000",Student,Bur Dubai,Rarely,73,"Face Masks, Sunscreens","Social Media Influencers, Brand, Friends & Family",Oily Skin,Sometimes,Macro,TikTok,Static Image Post,Evening,Yes,109,Neutral,Lack of Trust,6–10,No,Yes,YouTube,4,Raymond Beauty
36,Non-binary,"10,000–20,000",Working Professional,Dubai Marina,Monthly,71,"Cleansers, Serums","Dermatologist Recommendations, Price",Acne,Sometimes,Macro,Instagram,Full-Length Video,Evening,No,472,Likely,No Visible Results,More than 20,Yes,Depends on brand & value,YouTube,4,Phillip Beauty
22,Female,"5,000–10,000",Unemployed,Jumeirah,Weekly,134,"Serums, Face Masks, Cleansers","Brand, Price, Social Media Influencers","Wrinkles, Dark Spots, Dryness, Acne",Often,Celebrity,TikTok,Static Image Post,Afternoon,No,188,Likely,"Not Suitable for My Skin, No Visible Results",None,No,Yes,YouTube,2,Larry Beauty
29,Female,"Below 5,000",Working Professional,Downtown,Weekly,97,"Sunscreens, Moisturizers, Cleansers","Dermatologist Recommendations, Friends & Family, Product Reviews","Dark Spots, Dryness, Wrinkles",Rarely,Macro,Snapchat,Full-Length Video,Afternoon,No,142,Likely,No Visible Results,6–10,Maybe,Yes,TikTok,3,Crystal Beauty
18,Male,"5,000–10,000",Working Professional,Deira,Quarterly,214,"Anti-aging Products, Moisturizers, Face Masks, Serums","Brand, Dermatologist Recommendations","Dark Spots, Uneven Tone",Often,Micro,Instagram,Story,Afternoon,Yes,109,Likely,"Lack of Trust, Too Many Promotions, Price Too High",6–10,Maybe,Depends on brand & value,YouTube,3,Paige Beauty
21,Male,"20,000–35,000",Homemaker,Jumeirah,Rarely,257,"Face Masks, Cleansers","Friends & Family, Brand","Acne, Wrinkles",Sometimes,Mega,Instagram,Full-Length Video,Afternoon,No,183,Likely,No Visible Results,6–10,Yes,Yes,Instagram,3,Leslie Beauty
27,Female,"5,000–10,000",Working Professional,Other,Weekly,89,"Serums, Face Masks, Moisturizers, Sunscreens","Brand, Social Media Influencers, Friends & Family","Wrinkles, Oily Skin, Acne",Often,Macro,TikTok,Short Reels,Afternoon,Yes,289,Likely,"No Visible Results, Too Many Promotions, Lack of Trust",1–5,No,No,Instagram,4,Bryan Beauty
20,Female,"20,000–35,000",Working Professional,Bur Dubai,Monthly,74,"Sunscreens, Anti-aging Products","Packaging, Dermatologist Recommendations, Friends & Family","Dark Spots, Acne",Sometimes,Mega,TikTok,Static Image Post,Late Night,No,247,Likely,"Price Too High, Lack of Trust, Not Suitable for My Skin",1–5,Yes,No,Instagram,2,Shirley Beauty
43,Female,"10,000–20,000",Homemaker,Deira,Monthly,186,"Face Masks, Serums, Sunscreens","Brand, Product Reviews, Dermatologist Recommendations","Wrinkles, Oily Skin",Rarely,Macro,TikTok,Static Image Post,Afternoon,Yes,106,Neutral,"Lack of Trust, No Visible Results, Not Suitable for My Skin",1–5,No,No,YouTube,5,Eric Beauty
18,Prefer not to say,"5,000–10,000",Homemaker,Jumeirah,Weekly,78,"Cleansers, Sunscreens","Product Reviews, Brand",Dryness,Often,Mega,Instagram,Short Reels,Afternoon,Yes,109,Very Likely,"Not Suitable for My Skin, Price Too High, Lack of Trust",6–10,No,Depends on brand & value,YouTube,3,Jason Beauty
26,Female,"5,000–10,000",Unemployed,Jumeirah,Quarterly,205,"Serums, Anti-aging Products, Cleansers","Packaging, Product Reviews","Dryness, Wrinkles",Sometimes,Celebrity,Facebook,Full-Length Video,Late Night,No,161,Neutral,Price Too High,6–10,No,No,TikTok,3,Frank Beauty
31,Male,"10,000–20,000",Student,Other,Monthly,99,"Anti-aging Products, Face Masks, Sunscreens","Packaging, Dermatologist Recommendations","Uneven Tone, Acne, Wrinkles, Dryness",Often,Macro,TikTok,Short Reels,Afternoon,Yes,141,Very Likely,"Price Too High, Too Many Promotions, No Visible Results",6–10,Maybe,Yes,YouTube,4,Jonathan Beauty
41,Female,"10,000–20,000",Working Professional,Dubai Marina,Monthly,149,"Face Masks, Sunscreens, Cleansers","Friends & Family, Product Reviews, Dermatologist Recommendations",Dryness,Sometimes,None,YouTube,Short Reels,Late Night,No,131,Neutral,Lack of Trust,None,Maybe,Depends on brand & value,YouTube,1,Joseph Beauty
18,Male,"10,000–20,000",Unemployed,Dubai Marina,Monthly,59,"Serums, Cleansers","Brand, Product Reviews","Acne, Uneven Tone, Dark Spots, Dryness",Never,None,Instagram,Static Image Post,Afternoon,No,139,Very Unlikely,"No Visible Results, Not Suitable for My Skin",1–5,Maybe,Depends on brand & value,Instagram,4,Rachel Beauty
39,Female,"5,000–10,000",Working Professional,Dubai Marina,Quarterly,138,"Serums, Moisturizers","Social Media Influencers, Packaging","Acne, Wrinkles",Sometimes,None,TikTok,Static Image Post,Afternoon,No,295,Very Unlikely,"Not Suitable for My Skin, Lack of Trust, Price Too High",11–20,Maybe,Depends on brand & value,Instagram,4,Jermaine Beauty
30,Non-binary,"10,000–20,000",Working Professional,Downtown,Quarterly,104,"Cleansers, Anti-aging Products, Moisturizers","Packaging, Product Reviews, Brand","Wrinkles, Uneven Tone",Sometimes,Celebrity,YouTube,Story,Morning,No,417,Neutral,Too Many Promotions,6–10,Yes,Yes,TikTok,3,Jill Beauty
22,Male,"5,000–10,000",Unemployed,Jumeirah,Monthly,129,"Cleansers, Moisturizers, Serums","Social Media Influencers, Dermatologist Recommendations, Price","Wrinkles, Acne, Uneven Tone",Rarely,Mega,TikTok,Static Image Post,Afternoon,No,162,Very Unlikely,Price Too High,1–5,Maybe,Yes,TikTok,1,Natasha Beauty
33,Male,"10,000–20,000",Unemployed,Jumeirah,Monthly,66,"Moisturizers, Face Masks","Packaging, Product Reviews, Social Media Influencers",Dark Spots,Sometimes,Macro,TikTok,Static Image Post,Afternoon,Yes,383,Very Unlikely,"Lack of Trust, No Visible Results, Not Suitable for My Skin",6–10,No,Depends on brand & value,YouTube,3,Diana Beauty
31,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,170,"Cleansers, Sunscreens, Serums, Face Masks","Dermatologist Recommendations, Social Media Influencers, Packaging","Dark Spots, Dryness, Uneven Tone, Acne",Sometimes,Mega,Instagram,Story,Afternoon,Yes,146,Very Likely,"Too Many Promotions, Lack of Trust, Price Too High",6–10,Maybe,Yes,TikTok,2,Garrett Beauty
25,Female,"10,000–20,000",Working Professional,Bur Dubai,Weekly,228,"Moisturizers, Serums, Sunscreens, Anti-aging Products","Packaging, Product Reviews","Uneven Tone, Wrinkles, Oily Skin",Often,Macro,YouTube,Short Reels,Morning,Yes,177,Very Likely,"Price Too High, No Visible Results",More than 20,Yes,Yes,TikTok,2,Misty Beauty
30,Male,"20,000–35,000",Working Professional,Downtown,Weekly,71,"Anti-aging Products, Cleansers, Sunscreens","Social Media Influencers, Friends & Family","Dark Spots, Dryness, Oily Skin, Uneven Tone",Often,Celebrity,Instagram,Full-Length Video,Evening,Yes,130,Very Likely,Not Suitable for My Skin,None,No,No,TikTok,3,Monica Beauty
26,Female,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,59,"Cleansers, Anti-aging Products","Social Media Influencers, Packaging, Brand","Wrinkles, Oily Skin, Dark Spots, Dryness",Sometimes,Micro,Instagram,Short Reels,Afternoon,Yes,222,Likely,No Visible Results,1–5,No,No,YouTube,3,Anna Beauty
30,Female,"Below 5,000",Working Professional,Downtown,Monthly,52,"Face Masks, Sunscreens","Friends & Family, Price","Oily Skin, Dark Spots",Sometimes,Mega,Facebook,Story,Afternoon,No,563,Likely,"Lack of Trust, Too Many Promotions",1–5,Yes,Depends on brand & value,TikTok,4,Taylor Beauty
35,Male,"Below 5,000",Working Professional,Jumeirah,Monthly,142,"Face Masks, Sunscreens, Anti-aging Products","Packaging, Friends & Family","Dark Spots, Uneven Tone, Acne",Sometimes,Celebrity,YouTube,Story,Afternoon,No,211,Very Likely,"Not Suitable for My Skin, No Visible Results",1–5,No,No,YouTube,4,Karen Beauty
42,Female,"10,000–20,000",Homemaker,Downtown,Monthly,134,"Face Masks, Anti-aging Products, Serums","Brand, Social Media Influencers","Uneven Tone, Acne",Often,Celebrity,YouTube,Short Reels,Morning,Yes,153,Very Likely,"Not Suitable for My Skin, No Visible Results, Price Too High",None,Yes,No,YouTube,4,Lisa Beauty
20,Male,"5,000–10,000",Working Professional,Jumeirah,Quarterly,121,"Sunscreens, Face Masks, Moisturizers","Dermatologist Recommendations, Price, Friends & Family","Wrinkles, Uneven Tone, Dark Spots",Sometimes,Mega,Instagram,Static Image Post,Afternoon,Yes,225,Likely,"Lack of Trust, Price Too High, Not Suitable for My Skin",None,Maybe,Depends on brand & value,YouTube,2,Colton Beauty
47,Female,"20,000–35,000",Student,Downtown,Weekly,73,"Moisturizers, Sunscreens, Anti-aging Products","Packaging, Dermatologist Recommendations, Price","Dryness, Acne",Rarely,Macro,TikTok,Story,Morning,Yes,115,Very Likely,Lack of Trust,11–20,Yes,Depends on brand & value,TikTok,3,Robert Beauty
18,Non-binary,"10,000–20,000",Working Professional,Downtown,Weekly,94,"Sunscreens, Anti-aging Products, Cleansers","Price, Dermatologist Recommendations","Dark Spots, Oily Skin, Acne, Dryness",Often,Micro,Instagram,Full-Length Video,Late Night,No,363,Very Likely,"Lack of Trust, Not Suitable for My Skin",6–10,Yes,No,TikTok,5,Eric Beauty
28,Female,"35,000 and above",Working Professional,Downtown,Monthly,131,"Sunscreens, Anti-aging Products","Dermatologist Recommendations, Friends & Family, Social Media Influencers","Dark Spots, Wrinkles, Dryness",Always,Macro,TikTok,Short Reels,Evening,Yes,183,Very Likely,"Lack of Trust, Not Suitable for My Skin",1–5,Maybe,Depends on brand & value,TikTok,4,Kimberly Beauty
34,Male,"20,000–35,000",Working Professional,Other,Monthly,111,"Moisturizers, Face Masks, Anti-aging Products","Social Media Influencers, Dermatologist Recommendations, Packaging","Acne, Dryness",Sometimes,Micro,Instagram,Story,Afternoon,Yes,171,Very Unlikely,"Price Too High, Not Suitable for My Skin, No Visible Results",More than 20,No,Yes,Instagram,5,Evan Beauty
32,Male,"5,000–10,000",Working Professional,Deira,Monthly,446,"Face Masks, Sunscreens, Moisturizers, Cleansers","Packaging, Dermatologist Recommendations","Oily Skin, Wrinkles",Often,Macro,Instagram,Short Reels,Evening,Yes,205,Unlikely,"Too Many Promotions, No Visible Results",6–10,Maybe,Yes,Instagram,3,Crystal Beauty
25,Male,"10,000–20,000",Working Professional,Other,Monthly,63,"Anti-aging Products, Moisturizers, Face Masks, Cleansers","Friends & Family, Price","Oily Skin, Wrinkles, Uneven Tone",Sometimes,Macro,TikTok,Static Image Post,Afternoon,No,217,Likely,Too Many Promotions,6–10,Maybe,Depends on brand & value,Instagram,4,Kathleen Beauty
28,Male,"5,000–10,000",Unemployed,Bur Dubai,Monthly,156,"Cleansers, Sunscreens","Product Reviews, Dermatologist Recommendations",Dark Spots,Sometimes,Micro,Instagram,Static Image Post,Afternoon,No,108,Likely,Price Too High,More than 20,Maybe,No,YouTube,4,Kathryn Beauty
26,Female,"5,000–10,000",Working Professional,Other,Monthly,96,"Moisturizers, Serums, Sunscreens, Anti-aging Products","Price, Dermatologist Recommendations","Wrinkles, Dryness, Dark Spots",Sometimes,Micro,Instagram,Story,Morning,No,237,Neutral,"No Visible Results, Too Many Promotions",1–5,Maybe,Yes,TikTok,3,Jessica Beauty
25,Female,"35,000 and above",Business Owner,Dubai Marina,Monthly,100,"Moisturizers, Face Masks","Social Media Influencers, Price, Product Reviews","Dryness, Dark Spots, Uneven Tone",Sometimes,None,YouTube,Short Reels,Afternoon,Yes,133,Likely,Not Suitable for My Skin,1–5,No,Yes,Instagram,4,Kelly Beauty
36,Male,"10,000–20,000",Working Professional,Other,Quarterly,163,"Cleansers, Sunscreens, Face Masks, Anti-aging Products","Social Media Influencers, Product Reviews","Dryness, Wrinkles",Never,Micro,Instagram,Story,Afternoon,No,250,Very Likely,Lack of Trust,6–10,Yes,Depends on brand & value,YouTube,4,Teresa Beauty
32,Female,"10,000–20,000",Working Professional,Deira,Monthly,156,"Serums, Face Masks, Moisturizers","Price, Friends & Family","Oily Skin, Wrinkles",Often,Celebrity,Instagram,Short Reels,Morning,No,307,Neutral,Too Many Promotions,1–5,No,No,TikTok,3,Rebecca Beauty
24,Female,"10,000–20,000",Working Professional,Other,Monthly,476,"Sunscreens, Cleansers, Face Masks, Moisturizers","Product Reviews, Friends & Family","Dark Spots, Wrinkles, Uneven Tone, Oily Skin",Rarely,Micro,YouTube,Static Image Post,Afternoon,No,295,Very Likely,No Visible Results,1–5,Maybe,Yes,Instagram,3,Morgan Beauty
37,Male,"35,000 and above",Homemaker,Downtown,Rarely,62,"Moisturizers, Serums, Sunscreens","Dermatologist Recommendations, Friends & Family","Dryness, Oily Skin, Uneven Tone",Often,Micro,YouTube,Story,Morning,No,196,Likely,"Lack of Trust, Price Too High",1–5,No,Depends on brand & value,Instagram,5,Pamela Beauty
32,Male,"5,000–10,000",Business Owner,Downtown,Monthly,59,"Cleansers, Face Masks","Packaging, Dermatologist Recommendations","Oily Skin, Dryness, Dark Spots",Often,Mega,YouTube,Full-Length Video,Evening,No,188,Very Likely,"Too Many Promotions, No Visible Results",6–10,Yes,No,TikTok,5,Sean Beauty
36,Male,"10,000–20,000",Working Professional,Dubai Marina,Weekly,165,"Sunscreens, Anti-aging Products, Serums, Moisturizers","Friends & Family, Product Reviews","Dark Spots, Oily Skin, Wrinkles",Often,Micro,Instagram,Short Reels,Afternoon,No,118,Very Likely,Price Too High,6–10,Maybe,Yes,Instagram,3,William Beauty
35,Female,"20,000–35,000",Working Professional,Other,Weekly,127,"Anti-aging Products, Moisturizers, Serums, Face Masks","Brand, Social Media Influencers","Oily Skin, Uneven Tone, Wrinkles, Dryness",Sometimes,Micro,Instagram,Short Reels,Evening,No,279,Likely,"No Visible Results, Too Many Promotions",1–5,Yes,Yes,Instagram,3,Leonard Beauty
23,Non-binary,"20,000–35,000",Working Professional,Dubai Marina,Quarterly,78,"Cleansers, Serums, Anti-aging Products, Face Masks","Friends & Family, Social Media Influencers, Product Reviews",Uneven Tone,Rarely,Macro,YouTube,Short Reels,Afternoon,Yes,137,Likely,Not Suitable for My Skin,6–10,Maybe,Depends on brand & value,Instagram,3,Jason Beauty
25,Female,"10,000–20,000",Working Professional,Downtown,Monthly,57,"Face Masks, Cleansers, Sunscreens, Anti-aging Products","Dermatologist Recommendations, Price",Uneven Tone,Often,Macro,YouTube,Story,Afternoon,No,182,Very Likely,Too Many Promotions,1–5,Yes,Depends on brand & value,TikTok,4,Richard Beauty
35,Female,"20,000–35,000",Working Professional,Deira,Rarely,58,"Face Masks, Moisturizers, Serums","Friends & Family, Dermatologist Recommendations, Packaging","Dark Spots, Dryness, Uneven Tone",Rarely,Micro,TikTok,Story,Morning,No,140,Very Likely,Lack of Trust,6–10,No,Yes,Instagram,3,Cynthia Beauty
34,Female,"20,000–35,000",Business Owner,Bur Dubai,Quarterly,252,"Cleansers, Sunscreens, Anti-aging Products","Price, Dermatologist Recommendations, Social Media Influencers","Acne, Dryness, Wrinkles",Rarely,Macro,Instagram,Short Reels,Afternoon,No,117,Likely,"Too Many Promotions, Price Too High",More than 20,Yes,Depends on brand & value,TikTok,5,Christine Beauty
29,Male,"10,000–20,000",Business Owner,Other,Weekly,69,"Anti-aging Products, Moisturizers, Face Masks, Serums","Brand, Social Media Influencers","Oily Skin, Dark Spots, Acne",Sometimes,Micro,YouTube,Short Reels,Afternoon,No,219,Very Likely,"Lack of Trust, Not Suitable for My Skin",11–20,Maybe,Depends on brand & value,YouTube,3,Valerie Beauty
30,Male,"10,000–20,000",Student,Deira,Weekly,85,"Cleansers, Anti-aging Products","Social Media Influencers, Brand, Product Reviews","Uneven Tone, Dark Spots, Oily Skin",Sometimes,Mega,YouTube,Static Image Post,Evening,Yes,106,Likely,Price Too High,1–5,Maybe,Yes,Instagram,3,Jonathan Beauty
40,Male,"10,000–20,000",Unemployed,Downtown,Weekly,73,"Serums, Cleansers, Anti-aging Products, Face Masks","Friends & Family, Product Reviews","Dryness, Wrinkles",Sometimes,Mega,YouTube,Short Reels,Late Night,Yes,265,Unlikely,"No Visible Results, Lack of Trust, Not Suitable for My Skin",6–10,Yes,Depends on brand & value,YouTube,4,Rachel Beauty
25,Female,"10,000–20,000",Working Professional,Jumeirah,Weekly,89,"Sunscreens, Face Masks, Cleansers","Brand, Packaging","Oily Skin, Acne, Wrinkles, Uneven Tone",Often,Micro,Instagram,Short Reels,Late Night,Yes,145,Very Likely,"Too Many Promotions, Not Suitable for My Skin, Lack of Trust",1–5,Yes,Yes,YouTube,5,Wayne Beauty
34,Female,"10,000–20,000",Working Professional,Jumeirah,Quarterly,56,"Sunscreens, Serums, Moisturizers, Anti-aging Products","Brand, Price","Oily Skin, Uneven Tone",Sometimes,Macro,Facebook,Story,Evening,Yes,100,Very Likely,"No Visible Results, Lack of Trust, Too Many Promotions",6–10,Maybe,No,TikTok,4,Stephanie Beauty
28,Female,"10,000–20,000",Working Professional,Deira,Monthly,115,"Sunscreens, Serums, Anti-aging Products","Product Reviews, Dermatologist Recommendations","Acne, Uneven Tone, Wrinkles, Dark Spots",Often,None,YouTube,Story,Evening,Yes,185,Unlikely,No Visible Results,6–10,Maybe,Yes,YouTube,4,Curtis Beauty
28,Female,"5,000–10,000",Unemployed,Bur Dubai,Weekly,56,"Sunscreens, Anti-aging Products","Dermatologist Recommendations, Price","Wrinkles, Dark Spots, Uneven Tone",Often,Micro,Facebook,Story,Afternoon,Yes,105,Very Likely,No Visible Results,6–10,Maybe,No,TikTok,5,Kenneth Beauty
38,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,195,"Sunscreens, Serums, Cleansers","Dermatologist Recommendations, Packaging, Social Media Influencers",Acne,Sometimes,Macro,Instagram,Static Image Post,Afternoon,No,138,Very Likely,Price Too High,11–20,Yes,Depends on brand & value,YouTube,1,Ann Beauty
36,Male,"35,000 and above",Working Professional,Bur Dubai,Quarterly,73,"Anti-aging Products, Serums","Social Media Influencers, Price",Dark Spots,Rarely,Micro,Instagram,Short Reels,Evening,No,247,Very Unlikely,Price Too High,1–5,Yes,Depends on brand & value,Instagram,5,Eric Beauty
36,Male,"10,000–20,000",Business Owner,Dubai Marina,Weekly,119,"Serums, Anti-aging Products, Sunscreens, Cleansers","Price, Dermatologist Recommendations","Oily Skin, Wrinkles, Dark Spots",Sometimes,Mega,Snapchat,Story,Afternoon,Yes,107,Likely,"Lack of Trust, Price Too High, Too Many Promotions",1–5,Yes,Yes,TikTok,2,Jaclyn Beauty
40,Female,"5,000–10,000",Working Professional,Downtown,Monthly,240,"Serums, Anti-aging Products, Moisturizers, Sunscreens","Dermatologist Recommendations, Product Reviews","Oily Skin, Acne, Uneven Tone, Wrinkles",Sometimes,Micro,Instagram,Story,Late Night,Yes,319,Neutral,Lack of Trust,6–10,No,No,TikTok,5,Austin Beauty
